"126.100","1.120","34.093746","14.052800","4.308028","1077.820923","51530.933594","52624.921875","-0.013847","0.207048","-0.065841","0.009153","0.124465","-0.335849","0.000000","4445.782227","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.214435","0.000000","44.159992","27.831011","0.000000","0.960935","0.000000","0.000000","0.000000","94.061104","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","5492.148926","6478.665039","4.000000","24.000000","-273.000000","-273.000000","8.194566","0.000000","26.105125","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.070000","0.160000","384.000000","40.845550096952","-96.771533181524","358.10"
"126.200","1.120","34.093746","14.053892","5.674865","1078.183838","51562.085938","52624.921875","-0.185053","-0.066437","-0.090122","0.091285","0.038085","-0.374760","0.000000","4463.907227","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.196982","0.000000","42.933113","29.626974","0.000000","0.971313","0.000000","0.000000","0.000000","94.061104","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","5586.888672","6482.734863","4.000000","24.000000","-273.000000","-273.000000","8.194566","0.000000","25.903633","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.060000","0.150000","385.000000","40.845550096201","-96.771533181580","358.10"
"126.300","1.120","34.093746","14.054983","5.637722","1077.820923","51562.085938","52593.558594","0.054766","-0.060037","0.049495","-0.010353","0.138079","-0.304234","0.000000","4504.070801","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.260684","0.000000","44.116592","29.480522","0.000000","0.965769","0.000000","0.000000","0.000000","94.061104","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","5681.170410","6486.697754","4.000000","24.000000","-273.000000","-273.000000","8.462529","0.000000","26.723030","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.060000","0.160000","385.000000","40.845550096569","-96.771533181052","358.10"
"126.400","1.120","34.093746","14.056075","5.890290","1077.820923","51593.234375","52562.195313","0.086283","0.134335","-0.005138","0.112845","-0.041722","-0.187503","0.000000","4492.742676","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.242533","0.000000","43.481838","29.430422","0.000000","0.973040","0.000000","0.000000","0.000000","93.998604","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","5734.719238","6488.946777","4.000000","24.000000","-273.000000","-273.000000","8.397509","0.000000","26.830490","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.060000","0.170000","385.000000","40.845550097629","-96.771533180350","358.10"
"126.500","1.120","34.093746","14.057166","5.719436","1077.820923","51562.085938","52562.195313","-0.080513","-0.097465","0.051250","0.070752","0.013674","-0.279915","0.000000","4550.000977","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.274994","0.000000","43.072620","30.350243","0.000000","0.965667","0.000000","0.000000","0.000000","93.998604","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","5823.966309","6492.695313","4.000000","24.000000","-273.000000","-273.000000","8.284215","0.000000","25.842739","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","13.895965","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.050000","0.170000","386.000000","40.845550098190","-96.771533179910","358.10"
"126.600","1.120","34.093746","14.058257","4.998875","1078.183960","51593.699219","52562.195313","0.197826","-0.009187","0.027261","0.093338","0.190658","-0.260460","0.000000","4517.664551","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.294192","0.000000","44.022038","27.251627","0.000000","0.967170","0.000000","0.000000","0.000000","94.061104","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","5917.790527","6496.658203","4.000000","24.000000","-273.000000","-273.000000","8.207373","0.000000","25.333191","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.050000","0.170000","384.000000","40.845550098190","-96.771533179910","358.10"
"126.700","1.120","34.093746","14.059349","4.701736","1077.820923","51530.933594","52530.832031","0.178371","0.249809","-0.051287","0.075885","0.213191","-0.270188","0.000000","4524.049316","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.210944","0.000000","43.931358","31.492310","0.000000","0.960549","0.000000","0.000000","0.000000","94.061104","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","6012.072754","6499.657227","4.000000","24.000000","-273.000000","-273.000000","8.105902","0.000000","25.938559","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.040000","0.170000","384.000000","40.845550098018","-96.771533180050","358.10"
"126.800","1.120","34.093746","14.060440","4.872591","1077.820923","51562.085938","52530.832031","-0.103860","-0.030940","-0.065548","0.045086","0.199577","-0.275051","0.000000","4497.891602","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.237472","0.000000","42.935436","27.900383","0.000000","0.961910","0.000000","0.000000","0.000000","93.998604","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","6105.896973","6503.727051","4.000000","24.000000","-273.000000","-273.000000","8.219194","0.000000","25.711994","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.040000","0.170000","383.000000","40.845550098018","-96.771533180050","358.10"
"126.900","1.120","34.093746","14.061532","5.140015","1078.364746","51593.699219","52530.832031","-0.071564","-0.081005","-0.047557","0.033793","0.120709","-0.228845","0.000000","4430.128906","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.280056","0.000000","44.169296","28.231827","0.000000","0.968023","0.000000","0.000000","0.000000","93.998604","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","6200.178711","6507.689941","4.000000","24.000000","-273.000000","-273.000000","8.105902","0.000000","26.221540","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.040000","0.170000","382.000000","40.845550098018","-96.771533180050","358.10"
"127.000","1.120","34.093746","14.062623","4.731450","1078.364624","51593.699219","52499.472656","0.029733","0.207058","-0.122960","0.055352","0.181738","-0.287211","0.000000","4426.833008","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.191921","0.000000","44.190994","29.960987","0.000000","0.964448","0.000000","0.000000","0.000000","94.061104","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","6294.002930","6511.652344","4.000000","24.000000","-273.000000","-273.000000","8.194566","0.000000","26.125721","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.030000","0.170000","382.000000","40.845550098018","-96.771533180050","358.10"
"127.100","1.120","34.093746","14.064146","5.080588","1078.364502","51530.933594","52468.605469","-0.373120","0.177509","-0.164501","-0.069899","0.040902","-0.296939","0.000000","4444.752441","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.265919","0.000000","43.244675","28.713577","0.000000","0.962031","0.000000","0.000000","0.000000","94.061104","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","6387.827148","6515.722656","4.000000","24.000000","-273.000000","-273.000000","8.284215","0.000000","25.369013","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.030000","0.170000","384.000000","40.845550098018","-96.771533180050","358.10"
"127.200","1.120","34.093746","14.065669","5.221729","1077.820923","51593.699219","52468.605469","-0.078698","-0.113199","0.097326","-0.068872","0.162021","-0.275051","0.000000","4417.770508","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.219845","0.000000","44.318100","30.253893","0.000000","0.962885","0.000000","0.000000","0.000000","94.061104","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","6481.193848","6519.685547","4.000000","24.000000","-273.000000","-273.000000","8.284215","0.000000","25.343937","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.020000","0.170000","386.000000","40.845550098018","-96.771533180050","358.10"
"127.300","1.120","34.093746","14.067193","5.258871","1078.727539","51593.699219","52499.472656","0.109240","-0.088990","0.029017","0.047139","0.173288","-0.296939","0.000000","4478.736816","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.239217","0.000000","44.183247","27.945347","0.000000","0.964591","0.000000","0.000000","0.000000","94.061104","39.374477","-273.000000","-273.000000","-0.000122","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-273.000000","-101.250000","-101.250000","6574.102539","6523.647949","4.000000","24.000000","-273.000000","-273.000000","8.372880","0.000000","25.903633","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-29.376062","-273.000000","14.000001","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","11.000000","0.000000","0.000000","8.755001","178.923660","-0.022096","358.000000","2.020000","0.180000","385.000000","40.845550098018","-96.771533180050","358.10"
